iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
315,Winston Middle School,Douglas,330 SE Thompson,Winston,OR,97496,9580,2002,Winston-Dillard SD 116,Winston Middle School,205,223,9,0.04036,,0,,0,2,0.00897,17,0.07623,186,0.83408,9,0.04036,330 SE Thompson Winston OR 97496,-123.4093381,43.1148222,,,,,,,,,,,,,,,,,,,
316,Douglas High School,Douglas,1381 NW Douglas,Winston,OR,97496,8556,2002,Winston-Dillard SD 116,Douglas High School,400,391,4,0.01023,3,0.00767,3,0.00767,1,0.00256,39,0.09974,321,0.82097,20,0.05115,1381 NW Douglas Winston OR 97496,-123.4380701,43.1154,,,,,,,,,,,,,,,,,,,
318,East Sutherlin Primary School,Douglas,323 E Third Ave,Sutherlin,OR,97479,9528,2003,Sutherlin SD 130,East Sutherlin Primary School,400,435,2,0.0046,4,0.0092,,0,,0,44,0.10115,365,0.83908,20,0.04598,323 E Third Ave Sutherlin OR 97479,-123.3102056,43.3935843,Douglas,2003,Sutherlin SD 130,East Sutherlin Primary School,School,Total Population,Total Population,3.2,3.5,3.3,118,11.8,119,13.7,119,10,119,4.8,119
319,Sutherlin Middle School,Douglas,649 E Fourth St,Sutherlin,OR,97479,9544,2003,Sutherlin SD 130,Sutherlin Middle School,200,199,4,0.0201,2,0.01005,1,0.00503,,0,23,0.11558,157,0.78894,12,0.0603,649 E Fourth St Sutherlin OR 97479,-123.3052039,43.3949929,,,,,,,,,,,,,,,,,,,
320,West Sutherlin Intermediate,Douglas,531 N Comstock Rd,Sutherlin,OR,97479,9037,2003,Sutherlin SD 130,West Sutherlin Intermediate,310,324,2,0.00617,3,0.00926,,0,,0,33,0.10185,272,0.83951,14,0.04321,531 N Comstock Rd Sutherlin OR 97479,-123.333861,43.391856,,,,,,,,,,,,,,,,,,,
321,Sutherlin High School,Douglas,500 E Fourth St,Sutherlin,OR,97479,9541,2003,Sutherlin SD 130,Sutherlin High School,355,376,17,0.04521,6,0.01596,,0,1,0.00266,43,0.11436,292,0.7766,17,0.04521,500 E Fourth St Sutherlin OR 97479,-123.3053303,43.3952725,,,,,,,,,,,,,,,,,,,
323,Arlington Community Charter School,Gilliam,1200 Main St,Arlington,OR,97812,0,2005,Arlington SD 3,Arlington Community Charter School,155,163,9,0.05521,,0,2,0.01227,,0,20,0.1227,130,0.79755,2,0.01227,1200 Main St Arlington OR 97812,-120.1999591,45.712426,Gilliam,2005,Arlington SD 3,Arlington Community Charter School,School,Total Population,Total Population,3.7,4.2,3.9,13,12.1,13,16.7,13,14.4,13,11,13
325,Condon Elementary School,Gilliam,220 S East St,Condon,OR,97823,0,2006,Condon SD 25J,Condon Elementary School,90,104,2,0.01923,,0,,0,,0,9,0.08654,89,0.85577,4,0.03846,220 S East St Condon OR 97823,-120.1823734,45.2365585,Gilliam,2006,Condon SD 25J,Condon Elementary School,School,Total Population,Total Population,3.3,3.4,3.3,16,10.4,16,13.2,16,11.8,16,5.2,16
326,Condon High School,Gilliam,210 E Bayard St,Condon,OR,97823,,2006,Condon SD 25J,Condon High School,35,36,,0,,0,,0,,0,3,0.08333,33,0.91667,,0,210 E Bayard St Condon OR 97823,-120.1861318,45.2324371,,,,,,,,,,,,,,,,,,,
327,Humbolt Elementary School,Grant,329 N Humbolt St,Canyon City,OR,97820,6185,2008,John Day SD 3,Humbolt Elementary School,312,296,,0,1,0.00338,,0,4,0.01351,21,0.07095,264,0.89189,6,0.02027,329 N Humbolt St Canyon City OR 97820,-118.9488919,44.4007646,Grant,2008,John Day SD 3,Humbolt Elementary School,School,Total Population,Total Population,3.6,3.8,3.7,48,11.5,47,15.5,47,13.2,47,9.4,48
330,Seneca Elementary School,Grant,100 Park Ave,Seneca,OR,97873,,2008,John Day SD 3,Seneca Elementary School,30,25,1,0.04,,0,,0,,0,2,0.08,22,0.88,,0,100 Park Ave Seneca OR 97873,-118.971675,44.1339225,Grant,2008,John Day SD 3,Seneca Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
331,Grant Union Junior/Senior High School,Grant,911 S Canyon Blvd,John Day,OR,97845,1281,2008,John Day SD 3,Grant Union Junior/Senior High School,273,267,5,0.01873,3,0.01124,2,0.00749,2,0.00749,6,0.02247,246,0.92135,3,0.01124,911 S Canyon Blvd John Day OR 97845,-118.9486533,44.4039789,,,,,,,,,,,,,,,,,,,
342,Henry L Slater Elementary School,Harney,800 N Fairview Ave,Burns,OR,97720,1199,2014,Harney County SD 3,Henry L Slater Elementary School,417,424,19,0.04481,,0,,0,,0,42,0.09906,334,0.78774,29,0.0684,800 N Fairview Ave Burns OR 97720,-119.0616027,43.5925792,Harney,2014,Harney County SD 3,Henry L Slater Elementary School,School,Total Population,Total Population,3.1,3.5,3.3,66,11.5,65,13.7,43,10.5,43,5.8,43
346,Crane Elementary School,Harney,43277 Crane-Venator Ln,Crane,OR,97732,0,2015,Harney County SD 4,Crane Elementary School,88,101,1,0.0099,,0,,0,,0,6,0.05941,89,0.88119,5,0.0495,43277 Crane-Venator Ln Crane OR 97732,-118.4949585,43.3737264,Harney,2015,Harney County SD 4,Crane Elementary School,School,Total Population,Total Population,3.5,4.2,3.7,8,11.9,8,16.6,8,15.6,8,9.9,8
347,Pine Creek Elementary School,Harney,79654 Pine Creek Rd,Drewsey,OR,97904,5712,2016,Pine Creek SD 5,Pine Creek Elementary School,9,8,,0,,0,,0,,0,,0,8,1,,0,79654 Pine Creek Rd Drewsey OR 97904,-118.5904639,43.8557239,,,,,,,,,,,,,,,,,,,
348,Diamond Elementary School,Harney,40524 S Diamond Ln,Diamond,OR,97722,9304,2017,Diamond SD 7,Diamond Elementary School,6,5,,0,,0,,0,,0,,0,4,0.8,1,0.2,40524 S Diamond Ln Diamond OR 97722,-118.6862962,43.0083403,Harney,2017,Diamond SD 7,Diamond Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
349,Suntex Elementary School,Harney,68178 Silver Creek Rd,Riley,OR,97758,9606,2018,Suntex SD 10,Suntex Elementary School,13,6,,0,,0,,0,,0,,0,6,1,,0,68178 Silver Creek Rd Riley OR 97758,-119.5671165,43.5758591,Harney,2018,Suntex SD 10,Suntex Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
350,Drewsey Elementary School,Harney,78834 Drewsey Rd,Drewsey,OR,97904,,2019,Drewsey SD 13,Drewsey Elementary School,8,9,,0,,0,,0,,0,,0,9,1,,0,78834 Drewsey Rd Drewsey OR 97904,-118.3782357,43.8056896,Harney,2019,Drewsey SD 13,Drewsey Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
351,Frenchglen Elementary School,Harney,39235 Hwy 205,Frenchglen,OR,97736,9704,2020,Frenchglen SD 16,Frenchglen Elementary School,3,3,,0,,0,1,0.33333,,0,,0,2,0.66667,,0,39235 Hwy 205 Frenchglen OR 97736,-118.9144832,42.826402,,,,,,,,,,,,,,,,,,,
352,Double O Elementary School,Harney,60077 Double O Rd,Hines,OR,97738,,2021,Double O SD 28,Double O Elementary School,3,4,,0,,0,,0,,0,,0,4,1,,0,60077 Double O Rd Hines OR 97738,-119.3224574,43.4823266,Harney,2021,Double O SD 28,Double O Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
355,Hines Middle School,Harney,500 W Barnes Ave,Hines,OR,97738,0,2014,Harney County SD 3,Hines Middle School,199,200,8,0.04,1,0.005,,0,,0,17,0.085,161,0.805,13,0.065,500 W Barnes Ave Hines OR 97738,-119.087559,43.563337,,,,,,,,,,,,,,,,,,,
357,Fields Elementary School,Harney,23657 Fields-Denio Rd,Fields,OR,97710,8000,2022,South Harney SD 33,Fields Elementary School,14,17,,0,,0,,0,,0,2,0.11765,14,0.82353,1,0.05882,23657 Fields-Denio Rd Fields OR 97710,-118.6705577,42.2629807,Harney,2022,South Harney SD 33,Fields Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
358,Crane Union High School,Harney,43277 Crane-Venator Ln,Crane,OR,97732,0,2023,Harney County Union High SD 1J,Crane Union High School,54,66,1,0.01515,,0,,0,,0,,0,62,0.93939,3,0.04545,43277 Crane-Venator Ln Crane OR 97732,-118.4949585,43.3737264,,,,,,,,,,,,,,,,,,,
359,Burns High School,Harney,1100 Oregon Ave,Burns,OR,97720,2399,2014,Harney County SD 3,Burns High School,252,234,9,0.03846,1,0.00427,,0,,0,18,0.07692,191,0.81624,15,0.0641,1100 Oregon Ave Burns OR 97720,-119.0732294,43.5763304,,,,,,,,,,,,,,,,,,,
361,Hood River Middle School,Hood River,1602 May St,Hood River,OR,97031,1351,2024,Hood River County SD,Hood River Middle School,563,572,8,0.01399,8,0.01399,,0,6,0.01049,169,0.29545,358,0.62587,23,0.04021,1602 May St Hood River OR 97031,-121.5285453,45.704376,,,,,,,,,,,,,,,,,,,
362,May Street Elementary School,Hood River,911 May St,Hood River,OR,97031,1912,2024,Hood River County SD,May Street Elementary School,439,411,6,0.0146,3,0.0073,,0,3,0.0073,127,0.309,254,0.618,18,0.0438,911 May St Hood River OR 97031,-121.5204628,45.7036515,Hood River,2024,Hood River County SD,May Street Elementary School,School,Total Population,Total Population,3.5,3.6,3.6,71,11.4,71,15.7,71,12.5,71,7,71
363,Mid Valley Elementary School,Hood River,3686 Davis Drive,Hood River,OR,97031,0,2024,Hood River County SD,Mid Valley Elementary School,511,491,1,0.00204,1,0.00204,,0,,0,385,0.78411,94,0.19145,10,0.02037,3686 Davis Drive Hood River OR 97031,-121.543396,45.625275,Hood River,2024,Hood River County SD,Mid Valley Elementary School,School,Total Population,Total Population,3.4,4,3.6,70,9.3,70,8.2,70,6.5,70,3.3,70
364,Parkdale Elementary School,Hood River,4880 Van Nuys Dr,Parkdale,OR,97041,0,2024,Hood River County SD,Parkdale Elementary School,202,204,5,0.02451,1,0.0049,,0,2,0.0098,98,0.48039,94,0.46078,4,0.01961,4880 Van Nuys Dr Parkdale OR 97041,-121.593565,45.522409,Hood River,2024,Hood River County SD,Parkdale Elementary School,School,Total Population,Total Population,3.8,4,3.9,30,9.9,30,9.3,30,7.6,30,4.7,30
366,Westside Elementary School,Hood River,3685 Belmont Dr,Hood River,OR,97031,9704,2024,Hood River County SD,Westside Elementary School,511,528,6,0.01136,3,0.00568,,0,8,0.01515,117,0.22159,367,0.69508,27,0.05114,3685 Belmont Dr Hood River OR 97031,-121.5432431,45.6951916,Hood River,2024,Hood River County SD,Westside Elementary School,School,Total Population,Total Population,3.9,4.3,4,82,11.3,82,15.9,82,12.6,82,6.2,82
367,WyEast Middle School,Hood River,3000 Wy'East Rd,Hood River,OR,97031,9456,2024,Hood River County SD,WyEast Middle School,404,389,5,0.01285,3,0.00771,,0,,0,256,0.6581,119,0.30591,6,0.01542,3000 Wy'East Rd Hood River OR 97031,-121.5578549,45.637868,,,,,,,,,,,,,,,,,,,
369,Hood River Valley High School,Hood River,1220 Indian Creek Rd,Hood River,OR,97031,9624,2024,Hood River County SD,Hood River Valley High School,1316,1339,3,0.00224,19,0.01419,2,0.00149,10,0.00747,580,0.43316,702,0.52427,23,0.01718,1220 Indian Creek Rd Hood River OR 97031,-121.547054,45.684921,,,,,,,,,,,,,,,,,,,
370,Orchard Hill Elementary School,Jackson,1011 LaLoma Dr,Medford,OR,97504,8605,2039,Phoenix-Talent SD 4,Orchard Hill Elementary School,423,419,7,0.01671,5,0.01193,4,0.00955,6,0.01432,90,0.2148,272,0.64916,35,0.08353,1011 LaLoma Dr Medford OR 97504,-122.8301028,42.3082777,Jackson,2039,Phoenix-Talent SD 4,Orchard Hill Elementary School,School,Total Population,Total Population,3.5,3.8,3.6,72,11.4,72,13.3,73,10.5,73,5.7,73
371,Phoenix Elementary School,Jackson,215 N Rose St,Phoenix,OR,97535,0,2039,Phoenix-Talent SD 4,Phoenix Elementary School,374,368,1,0.00272,,0,,0,,0,206,0.55978000000000006,140,0.38043,21,0.05707,215 N Rose St Phoenix OR 97535,-122.8200681,42.2733072,Jackson,2039,Phoenix-Talent SD 4,Phoenix Elementary School,School,Total Population,Total Population,3.2,3.6,3.3,50,9.9,50,10.3,50,8.3,50,5.7,50
372,Talent Elementary School,Jackson,307 W Wagner Ave,Talent,OR,97540,0,2039,Phoenix-Talent SD 4,Talent Elementary School,474,449,,0,,0,,0,,0,154,0.34298,277,0.61693,18,0.04009,307 W Wagner Ave Talent OR 97540,-122.7913944,42.2416116,Jackson,2039,Phoenix-Talent SD 4,Talent Elementary School,School,Total Population,Total Population,3.4,3.6,3.5,77,10.4,77,14.3,77,11.7,77,7.2,77
373,Talent Middle School,Jackson,102 Christian Ave,Talent,OR,97540,0,2039,Phoenix-Talent SD 4,Talent Middle School,553,593,4,0.00675,4,0.00675,2,0.00337,4,0.00675,234,0.3946,299,0.50422,46,0.07757,102 Christian Ave Talent OR 97540,-122.7939386,42.2397255,,,,,,,,,,,,,,,,,,,
374,Phoenix High School,Jackson,745 N Rose St,Phoenix,OR,97535,0,2039,Phoenix-Talent SD 4,Phoenix High School,670,650,4,0.00615,4,0.00615,2,0.00308,5,0.00769,276,0.42462,313,0.48154,46,0.07077,745 N Rose St Phoenix OR 97535,-122.824831,42.27634,,,,,,,,,,,,,,,,,,,
375,Bellview Elementary School,Jackson,1070 Tolman Creek Rd,Ashland,OR,97520,1498,2041,Ashland SD 5,Bellview Elementary School,322,308,3,0.00974,4,0.01299,,0,2,0.00649,39,0.12662,227,0.73701,33,0.10714,1070 Tolman Creek Rd Ashland OR 97520,-122.6706585,42.1757662,Jackson,2041,Ashland SD 5,Bellview Elementary School,School,Total Population,Total Population,4.1,4.1,4.1,44,12.1,44,15.8,44,12.4,44,8.5,44
377,Helman Elementary School,Jackson,705 Helman St,Ashland,OR,97520,1199,2041,Ashland SD 5,Helman Elementary School,344,342,1,0.00292,1,0.00292,1,0.00292,2,0.00585,29,0.0848,264,0.77193,44,0.12865,705 Helman St Ashland OR 97520,-122.7128993,42.2089234,Jackson,2041,Ashland SD 5,Helman Elementary School,School,Total Population,Total Population,3,3.1,3,67,13,67,17.5,67,14.1,67,12,67
379,Walker Elementary School,Jackson,364 Walker Ave,Ashland,OR,97520,2399,2041,Ashland SD 5,Walker Elementary School,344,343,2,0.00583,9,0.02624,,0,7,0.02041,62,0.18076,220,0.6414,43,0.12536,364 Walker Ave Ashland OR 97520,-122.6870393,42.1887267,Jackson,2041,Ashland SD 5,Walker Elementary School,School,Total Population,Total Population,3.7,3.6,3.7,48,11.7,47,16.5,47,12,47,7.1,47
380,Ashland Middle School,Jackson,100 Walker Ave,Ashland,OR,97520,1399,2041,Ashland SD 5,Ashland Middle School,569,565,4,0.00708,6,0.01062,2,0.00354,2,0.00354,58,0.10265,409,0.72389,84,0.14867,100 Walker Ave Ashland OR 97520,-122.6867061,42.192639,,,,,,,,,,,,,,,,,,,
381,Ashland High School,Jackson,201 S Mountain Ave,Ashland,OR,97520,2194,2041,Ashland SD 5,Ashland High School,1027,1007,2,0.00199,12,0.01192,2,0.00199,13,0.01291,109,0.10824,743,0.73784,126,0.12512,201 S Mountain Ave Ashland OR 97520,-122.700382,42.191232,,,,,,,,,,,,,,,,,,,
382,Central Point Elementary School,Jackson,450 S 4th St,Central Point,OR,97502,2297,2042,Central Point SD 6,Central Point Elementary School,558,549,8,0.01457,1,0.00182,,0,1,0.00182,95,0.17304,405,0.7377,39,0.07104,450 S 4th St Central Point OR 97502,-122.9117818,42.3719789,Jackson,2042,Central Point SD 6,Central Point Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,91,11.3,89,13.6,89,11.3,89,7.9,89
383,Jewett Elementary School,Jackson,1001 Manzanita St,Central Point,OR,97502,3099,2042,Central Point SD 6,Jewett Elementary School,601,631,6,0.00951,5,0.00792,1,0.00158,2,0.00317,174,0.27575,406,0.64342,37,0.05864,1001 Manzanita St Central Point OR 97502,-122.908957,42.3800839,Jackson,2042,Central Point SD 6,Jewett Elementary School,School,Total Population,Total Population,3.6,3.7,3.6,107,10.6,105,12.1,105,9.9,105,5.5,105
384,Patrick Elementary School,Jackson,1500 2nd Ave,Gold Hill,OR,97525,9728,2042,Central Point SD 6,Patrick Elementary School,277,262,5,0.01908,,0,1,0.00382,1,0.00382,14,0.05344,227,0.86641,14,0.05344,1500 2nd Ave Gold Hill OR 97525,-123.0627057,42.4330675,Jackson,2042,Central Point SD 6,Patrick Elementary School,School,Total Population,Total Population,3.2,3.8,3.4,37,11.8,37,12,37,9.4,37,5.6,37
385,Richardson Elementary School,Jackson,200 W Pine St,Central Point,OR,97502,1979,2042,Central Point SD 6,Richardson Elementary School,586,621,5,0.00805,7,0.01127,1,0.00161,4,0.00644,53,0.08535,517,0.83253,34,0.05475,200 W Pine St Central Point OR 97502,-122.9212754,42.3730163,Jackson,2042,Central Point SD 6,Richardson Elementary School,School,Total Population,Total Population,3.8,3.8,3.8,101,12.3,98,15.7,98,13.3,96,8.3,94
386,Sams Valley Elementary School,Jackson,14235 Table Rock Rd,Central Point,OR,97502,9300,2042,Central Point SD 6,Sams Valley Elementary School,324,293,3,0.01024,,0,6,0.02048,2,0.00683,41,0.13993,220,0.75085,21,0.07167,14235 Table Rock Rd Central Point OR 97502,-122.9362824,42.4937116,Jackson,2042,Central Point SD 6,Sams Valley Elementary School,School,Total Population,Total Population,3.7,3.8,3.7,46,11.4,47,9.5,47,7.6,47,5.2,47
387,Hanby Middle School,Jackson,806 6th Ave,Gold Hill,OR,97525,9762,2042,Central Point SD 6,Hanby Middle School,234,274,6,0.0219,3,0.01095,1,0.00365,,0,28,0.10219,221,0.80657,15,0.05474,806 6th Ave Gold Hill OR 97525,-123.055207,42.4345532,,,,,,,,,,,,,,,,,,,
388,Scenic Middle School,Jackson,1955 Scenic Ave,Central Point,OR,97502,1698,2042,Central Point SD 6,Scenic Middle School,807,846,5,0.00591,5,0.00591,3,0.00355,3,0.00355,165,0.19504,617,0.72931,48,0.05674,1955 Scenic Ave Central Point OR 97502,-122.9227302,42.3862338,,,,,,,,,,,,,,,,,,,
390,Hillside Elementary,Jackson,185 E Main St,Eagle Point,OR,97524,,2043,Eagle Point SD 9,Hillside Elementary,498,493,5,0.01014,,0,,0,2,0.00406,58,0.11765,396,0.80325,32,0.06491,185 E Main St Eagle Point OR 97524,-122.7972841,42.4704108,Jackson,2043,Eagle Point SD 9,Hillside Elementary School,School,Total Population,Total Population,3.2,3.4,3.2,80,10.3,80,10.9,80,9.1,80,4.3,80
393,Shady Cove School,Jackson,37 Schoolhouse Ln,Shady Cove,OR,97539,,2043,Eagle Point SD 9,Shady Cove School,287,271,4,0.01476,1,0.00369,,0,,0,31,0.11439,223,0.82288,12,0.04428,37 Schoolhouse Ln Shady Cove OR 97539,-122.8099639,42.622445,Jackson,2043,Eagle Point SD 9,Shady Cove School,School,Total Population,Total Population,3,3.1,3,32,9.8,32,14.2,32,11.7,32,6.6,32
394,Table Rock Elementary,Jackson,2830 Maple Court Dr,White City,OR,97503,1399,2043,Eagle Point SD 9,Table Rock Elementary,759,808,2,0.00248,2,0.00248,3,0.00371,,0,431,0.53342,335,0.4146,35,0.04332,2830 Maple Court Dr White City OR 97503,-122.8397162,42.4309439,Jackson,2043,Eagle Point SD 9,Table Rock Elementary School,School,Total Population,Total Population,3,3.4,3.2,123,10,117,6,116,5,116,2.4,116
396,Eagle Point Middle School,Jackson,477 Reese Creek Rd,Eagle Point,OR,97524,4552,2043,Eagle Point SD 9,Eagle Point Middle School,452,434,4,0.00922,3,0.00691,3,0.00691,1,0.0023,64,0.14747,330,0.76037,29,0.06682,477 Reese Creek Rd Eagle Point OR 97524,-122.7934966,42.4840544,,,,,,,,,,,,,,,,,,,
397,Eagle Point High School,Jackson,203 N Platt Ave,Eagle Point,OR,97524,0,2043,Eagle Point SD 9,Eagle Point High School,1084,1076,11,0.01022,6,0.00558,3,0.00279,5,0.00465,350,0.32528,648,0.60223,53,0.04926,203 N Platt Ave Eagle Point OR 97524,-122.8035258,42.4752395,,,,,,,,,,,,,,,,,,,
399,Rogue River Elementary School,Jackson,300 Pine St,Rogue River,OR,97537,0,2044,Rogue River SD 35,Rogue River Elementary School,458,455,1,0.0022,4,0.00879,,0,1,0.0022,32,0.07033,384,0.84396,33,0.07253,300 Pine St Rogue River OR 97537,-123.1696491,42.4370863,Jackson,2044,Rogue River SD 35,Rogue River Elementary School,School,Total Population,Total Population,3.2,3.4,3.3,59,10.9,58,11,59,8.1,59,2.4,59
401,Rogue River Junior/Senior High,Jackson,1898 E Evans Creek Rd,Rogue River,OR,97537,0,2044,Rogue River SD 35,Rogue River Junior/Senior High,360,354,3,0.00847,2,0.00565,,0,2,0.00565,34,0.09605,291,0.82203,22,0.06215,1898 E Evans Creek Rd Rogue River OR 97537,-123.1684976,42.4569445,,,,,,,,,,,,,,,,,,,
402,Applegate Elementary School,Josephine,14188 Hwy 238,Applegate,OR,97530,25,2055,Three Rivers/Josephine County SD,Applegate Elementary School,96,99,2,0.0202,,0,,0,,0,15,0.15152,78,0.78788,4,0.0404,14188 Hwy 238 Applegate OR 97530,-123.153396,42.254531,Josephine,2055,Three Rivers/Josephine County SD,Applegate Elementary School,School,Total Population,Total Population,3.7,4,3.8,7,9.3,7,9,7,7.6,7,4.1,7
406,Butte Falls Charter School,Jackson,720 Laurel Ave,Butte Falls,OR,97522,,2046,Butte Falls SD 91,Butte Falls Charter School,235,218,1,0.00459,,0,,0,,0,18,0.08257,193,0.88532,6,0.02752,720 Laurel Ave Butte Falls OR 97522,-122.56478,42.5413209,Jackson,2046,Butte Falls SD 91,Butte Falls Charter School,School,Total Population,Total Population,3.3,4,3.6,19,9.7,19,14.8,19,12.2,19,5.2,19
407,Pinehurst Elementary School,Jackson,15337 Hwy 66,Ashland,OR,97520,9438,2047,Pinehurst SD 94,Pinehurst Elementary School,16,17,2,0.11765,,0,,0,,0,,0,14,0.82353,1,0.05882,15337 Hwy 66 Ashland OR 97520,-122.3987422,42.1091645,Jackson,2047,Pinehurst SD 94,Pinehurst Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
408,Griffin Creek Elementary School,Jackson,2430 Griffin Creek Rd,Medford,OR,97501,4226,2048,Medford SD 549C,Griffin Creek Elementary School,573,552,3,0.00543,1,0.00181,1,0.00181,,0,116,0.21014,398,0.72101,33,0.05978,2430 Griffin Creek Rd Medford OR 97501,-122.907677,42.2943104,Jackson,2048,Medford SD 549C,Griffin Creek Elementary School,School,Total Population,Total Population,3.5,3.6,3.5,69,10.6,67,12.9,67,9.7,67,6.6,67
409,Hoover Elementary School,Jackson,2323 Siskiyou Blvd,Medford,OR,97504,8166,2048,Medford SD 549C,Hoover Elementary School,725,716,4,0.00559,13,0.01816,5,0.00698,1,0.0014,94,0.13128,564,0.78771,35,0.04888,2323 Siskiyou Blvd Medford OR 97504,-122.8389369,42.3205988,Jackson,2048,Medford SD 549C,Hoover Elementary School,School,Total Population,Total Population,3.8,3.9,3.8,108,11.9,108,17.8,108,15.1,108,11,108
410,Howard Elementary School,Jackson,286 Mace Rd,Medford,OR,97501,1280,2048,Medford SD 549C,Howard Elementary School,460,431,7,0.01624,1,0.00232,6,0.01392,5,0.0116,192,0.44548,210,0.48724,10,0.0232,286 Mace Rd Medford OR 97501,-122.891094,42.3575199,Jackson,2048,Medford SD 549C,Howard Elementary School,School,Total Population,Total Population,3.4,3.9,3.6,55,9.5,54,9.6,53,7.7,53,3.6,44
411,Jackson Elementary School,Jackson,713 Summit Ave,Medford,OR,97504,,2048,Medford SD 549C,Jackson Elementary School,430,364,1,0.00275,2,0.00549,3,0.00824,2,0.00549,193,0.53022,145,0.39835,18,0.04945,713 Summit Ave Medford OR 97504,-122.8873688,42.3316824,Jackson,2048,Medford SD 549C,Jackson Elementary School,School,Total Population,Total Population,3.4,3.4,3.4,54,10,53,9.7,53,8.5,53,4.4,52
412,Jacksonville Elementary School,Jackson,655 Hueners Ln,Jacksonville,OR,97530,9006,2048,Medford SD 549C,Jacksonville Elementary School,413,402,1,0.00249,3,0.00746,2,0.00498,2,0.00498,49,0.12189,332,0.82587,13,0.03234,655 Hueners Ln Jacksonville OR 97530,-122.95804,42.317728,Jackson,2048,Medford SD 549C,Jacksonville Elementary School,School,Total Population,Total Population,3.3,3.5,3.3,74,13.2,66,18.4,67,15.7,68,11.8,67
413,Jefferson Elementary School,Jackson,333 Holmes Ave,Medford,OR,97501,4034,2048,Medford SD 549C,Jefferson Elementary School,498,453,1,0.00221,1,0.00221,,0,1,0.00221,174,0.38411,259,0.57174,17,0.03753,333 Holmes Ave Medford OR 97501,-122.8693213,42.3086403,Jackson,2048,Medford SD 549C,Jefferson Elementary School,School,Total Population,Total Population,3.7,4,3.8,62,10.2,63,10.7,63,8.1,63,5,63
