iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
1170,Montclair Elementary School,Washington,7250 SW Vermont,Portland,OR,97223,7574,2243,Beaverton SD 48J,Montclair Elementary School,331,307,,0,14,0.0456,1,0.00326,2,0.00651,21,0.0684,229,0.74593,40,0.13029,7250 SW Vermont Portland OR 97223,-122.7513036,45.4758657,Washington,2243,Beaverton SD 48J,Montclair Elementary School,School,Total Population,Total Population,3.5,3.3,3.4,49,12.7,49,20.5,49,17.6,49,15.3,49
1171,Oak Hills Elementary School,Washington,2625 NW 153rd Ave,Beaverton,OR,97006,5366,2243,Beaverton SD 48J,Oak Hills Elementary School,567,570,2,0.00351,112,0.19649,1,0.00175,15,0.02632,66,0.11579,339,0.59474,35,0.0614,2625 NW 153rd Ave Beaverton OR 97006,-122.8360763,45.5388863,Washington,2243,Beaverton SD 48J,Oak Hills Elementary School,School,Total Population,Total Population,3.7,3.9,3.7,100,12.5,102,20.8,102,18.5,102,14.9,102
1172,Raleigh Hills Elementary School,Washington,5225 SW Scholls Ferry Rd,Portland,OR,97225,1611,2243,Beaverton SD 48J,Raleigh Hills Elementary School,573,549,1,0.00182,17,0.03097,2,0.00364,18,0.03279,177,0.3224,285,0.51913,49,0.08925,5225 SW Scholls Ferry Rd Portland OR 97225,-122.7581473,45.4823987,Washington,2243,Beaverton SD 48J,Raleigh Hills Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,58,11.9,57,16.8,56,14.8,56,10.7,56
1173,Raleigh Park Elementary School,Washington,3670 SW 78th Ave,Portland,OR,97225,3010,2243,Beaverton SD 48J,Raleigh Park Elementary School,376,362,2,0.00552,11,0.03039,7,0.01934,10,0.02762,94,0.25967,215,0.59392,23,0.06354,3670 SW 78th Ave Portland OR 97225,-122.7559763,45.4932879,Washington,2243,Beaverton SD 48J,Raleigh Park Elementary School,School,Total Population,Total Population,3.2,3.4,3.2,60,11.5,56,16.6,56,14.1,56,9,56
1174,Ridgewood Elementary School,Washington,10100 SW Inglewood St,Portland,OR,97225,5034,2243,Beaverton SD 48J,Ridgewood Elementary School,434,421,,0,23,0.05463,1,0.00238,14,0.03325,64,0.15202,283,0.67221,36,0.08551,10100 SW Inglewood St Portland OR 97225,-122.780987,45.502535,Washington,2243,Beaverton SD 48J,Ridgewood Elementary School,School,Total Population,Total Population,3.3,3.5,3.4,62,12.7,56,19.9,56,16.8,56,9.6,57
1175,Rock Creek Elementary School,Washington,4125 NW 185th Ave,Portland,OR,97229,3006,2243,Beaverton SD 48J,Rock Creek Elementary School,571,576,2,0.00347,118,0.20486,3,0.00521,2,0.00347,68,0.11806,338,0.58681,45,0.07813,4125 NW 185th Ave Portland OR 97229,-122.8685893,45.5491614,Washington,2243,Beaverton SD 48J,Rock Creek Elementary School,School,Total Population,Total Population,3.3,3.6,3.4,80,12.5,80,18.4,80,16,80,11,80
1176,Terra Linda Elementary School,Washington,1998 NW 143rd Ave,Portland,OR,97229,4304,2243,Beaverton SD 48J,Terra Linda Elementary School,385,353,1,0.00283,13,0.03683,1,0.00283,9,0.0255,71,0.20113,239,0.67705,19,0.05382,1998 NW 143rd Ave Portland OR 97229,-122.8205311,45.5331719,Washington,2243,Beaverton SD 48J,Terra Linda Elementary School,School,Total Population,Total Population,3.5,3.9,3.6,59,12.2,59,18.2,59,15.4,59,11.1,59
1177,Vose Elementary School,Washington,11350 SW Denney Rd,Beaverton,OR,97008,5343,2243,Beaverton SD 48J,Vose Elementary School,616,643,,0,9,0.014,3,0.00467,12,0.01866,449,0.69829,141,0.21928,29,0.0451,11350 SW Denney Rd Beaverton OR 97008,-122.7937567,45.4684302,Washington,2243,Beaverton SD 48J,Vose Elementary School,School,Total Population,Total Population,3.7,4,3.8,104,9.7,106,10.6,106,8.8,106,5.6,106
1178,West Tualatin View Elementary School,Washington,8800 SW Leahy Rd,Portland,OR,97225,6400,2243,Beaverton SD 48J,West Tualatin View Elementary School,374,347,3,0.00865,29,0.08357,2,0.00576,5,0.01441,38,0.10951,245,0.70605,25,0.07205,8800 SW Leahy Rd Portland OR 97225,-122.7666224,45.5150214,Washington,2243,Beaverton SD 48J,West Tualatin View Elementary School,School,Total Population,Total Population,3.8,4.1,3.9,50,13,49,21.2,49,18.8,49,15.4,49
1179,William Walker Elementary School,Washington,11940 SW Lynnfield Ln,Portland,OR,97225,4555,2243,Beaverton SD 48J,William Walker Elementary School,474,448,,0,17,0.03795,3,0.0067,4,0.00893,310,0.69196,96,0.21429,18,0.04018,11940 SW Lynnfield Ln Portland OR 97225,-122.7999859,45.5017116,Washington,2243,Beaverton SD 48J,William Walker Elementary School,School,Total Population,Total Population,3.9,3.9,3.9,73,10.6,71,11.5,71,9.6,71,7.1,71
1180,Cedar Park Middle School,Washington,11100 SW Park Way,Portland,OR,97225,,2243,Beaverton SD 48J,Cedar Park Middle School,1013,1030,1,9.7e-4,83,0.08058,5,0.00485,27,0.02621,207,0.20097,618,0.6,89,0.08641,11100 SW Park Way Portland OR 97225,-122.791528,45.506151,,,,,,,,,,,,,,,,,,,
1181,Five Oaks Middle School,Washington,1600 NW 173rd Ave,Beaverton,OR,97006,4856,2243,Beaverton SD 48J,Five Oaks Middle School,1051,1007,8,0.00794,79,0.07845,8,0.00794,52,0.05164,379,0.37637,405,0.40218,76,0.07547,1600 NW 173rd Ave Beaverton OR 97006,-122.8534395,45.5307448,,,,,,,,,,,,,,,,,,,
1182,Meadow Park Middle School,Washington,14100 SW Downing St,Beaverton,OR,97006,5800,2243,Beaverton SD 48J,Meadow Park Middle School,835,819,2,0.00244,111,0.13553,4,0.00488,32,0.03907,272,0.33211,341,0.41636,57,0.0696,14100 SW Downing St Beaverton OR 97006,-122.8239809,45.514864,,,,,,,,,,,,,,,,,,,
1183,Mountain View Middle School,Washington,17500 SW Farmington Rd,Beaverton,OR,97007,3209,2243,Beaverton SD 48J,Mountain View Middle School,838,922,2,0.00217,72,0.07809,6,0.00651,32,0.03471,343,0.37202,401,0.43492,66,0.07158,17500 SW Farmington Rd Beaverton OR 97007,-122.8560026,45.4790581,,,,,,,,,,,,,,,,,,,
1184,Highland Park Middle School,Washington,7000 SW Wilson Ave,Beaverton,OR,97008,5527,2243,Beaverton SD 48J,Highland Park Middle School,925,881,8,0.00908,73,0.08286,10,0.01135,27,0.03065,176,0.19977,525,0.59591,62,0.07037,7000 SW Wilson Ave Beaverton OR 97008,-122.8183965,45.4692195,,,,,,,,,,,,,,,,,,,
1185,Whitford Middle School,Washington,7935 SW Scholls Ferry Rd,Beaverton,OR,97008,6665,2243,Beaverton SD 48J,Whitford Middle School,708,713,5,0.00701,37,0.05189,6,0.00842,14,0.01964,307,0.43058,297,0.41655,47,0.06592,7935 SW Scholls Ferry Rd Beaverton OR 97008,-122.7822022,45.4631543,,,,,,,,,,,,,,,,,,,
1186,Aloha High School,Washington,18550 SW Kinnaman Rd,Beaverton,OR,97078,,2243,Beaverton SD 48J,Aloha High School,1864,1858,6,0.00323,129,0.06943,28,0.01507,113,0.06082,789,0.42465,691,0.37191,102,0.0549,18550 SW Kinnaman Rd Beaverton OR 97078,-122.8677503,45.4845388,,,,,,,,,,,,,,,,,,,
1187,Beaverton High School,Washington,13000 SW Second St,Beaverton,OR,97005,2615,2243,Beaverton SD 48J,Beaverton High School,1690,1549,4,0.00258,91,0.05875,19,0.01227,54,0.03486,619,0.39961,683,0.44093,79,0.051,13000 SW Second St Beaverton OR 97005,-122.8116603,45.4865695,,,,,,,,,,,,,,,,,,,
1188,Sunset High School,Washington,13840 NW Cornell Rd,Portland,OR,97229,5403,2243,Beaverton SD 48J,Sunset High School,2141,2082,6,0.00288,471,0.22622,9,0.00432,30,0.01441,259,0.1244,1168,0.561,139,0.06676,13840 NW Cornell Rd Portland OR 97229,-122.820294,45.5280907,,,,,,,,,,,,,,,,,,,
1189,Farmington View Elementary School,Washington,8300 SW Hillsboro Hwy,Hillsboro,OR,97123,9284,2239,Hillsboro SD 1J,Farmington View Elementary School,325,311,2,0.00643,11,0.03537,,0,6,0.01929,70,0.22508,201,0.6463,21,0.06752,8300 SW Hillsboro Hwy Hillsboro OR 97123,-122.991364,45.4602718,Washington,2239,Hillsboro SD 1J,Farmington View Elementary School,School,Total Population,Total Population,3.5,3.7,3.5,35,11.8,33,16.2,34,13.3,34,8.7,34
1190,North Plains Elementary School,Washington,32030 NW North Ave,North Plains,OR,97133,190,2239,Hillsboro SD 1J,North Plains Elementary School,370,391,4,0.01023,12,0.03069,,0,8,0.02046,50,0.12788,289,0.73913,28,0.07161,32030 NW North Ave North Plains OR 97133,-123.00787,45.601793,Washington,2239,Hillsboro SD 1J,North Plains Elementary School,School,Total Population,Total Population,3.4,4,3.6,65,11.3,62,16.8,62,13.8,62,9.5,62
1191,J Clyde Hopkins Elementary School,Washington,21920 SW Sherwood Blvd,Sherwood,OR,97140,9324,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School,494,460,,0,11,0.02391,1,0.00217,5,0.01087,92,0.2,322,0.7,29,0.06304,21920 SW Sherwood Blvd Sherwood OR 97140,-122.8429756,45.3613409,Washington,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School,School,Total Population,Total Population,3.6,3.8,3.7,64,11.5,64,19,64,16.1,64,12.1,64
1192,Sherwood Middle School,Washington,21970 SW Sherwood Blvd,Sherwood,OR,97140,9324,2244,Sherwood SD 88J,Sherwood Middle School,693,702,3,0.00427,18,0.02564,7,0.00997,5,0.00712,81,0.11538,550,0.78348,38,0.05413,21970 SW Sherwood Blvd Sherwood OR 97140,-122.8412748,45.3589148,,,,,,,,,,,,,,,,,,,
1193,Sherwood High School,Washington,16956 SW Meinecke Rd,Sherwood,OR,97140,9204,2244,Sherwood SD 88J,Sherwood High School,1721,1684,12,0.00713,48,0.0285,10,0.00594,6,0.00356,179,0.10629,1327,0.788,102,0.06057,16956 SW Meinecke Rd Sherwood OR 97140,-122.850552,45.3569864,,,,,,,,,,,,,,,,,,,
1194,Gaston Elementary School,Washington,300 Park St,Gaston,OR,97119,,2245,Gaston SD 511J,Gaston Elementary School,264,277,,0,1,0.00361,2,0.00722,4,0.01444,29,0.10469,236,0.85199,5,0.01805,300 Park St Gaston OR 97119,-123.1419477,45.4358247,Washington,2245,Gaston SD 511J,Gaston Elementary School,School,Total Population,Total Population,3.5,3.8,3.6,32,10.6,32,10.7,32,8.3,32,4.4,32
1195,Gaston Jr/Sr High School,Washington,300 Park St,Gaston,OR,97119,,2245,Gaston SD 511J,Gaston Jr/Sr High School,294,297,3,0.0101,4,0.01347,1,0.00337,5,0.01684,34,0.11448,244,0.82155,6,0.0202,300 Park St Gaston OR 97119,-123.1419477,45.4358247,,,,,,,,,,,,,,,,,,,
1196,R A Brown Middle School,Washington,1505 SW Cornelius Pass Rd,Hillsboro,OR,97123,6727,2239,Hillsboro SD 1J,R A Brown Middle School,751,731,3,0.0041,86,0.11765,13,0.01778,19,0.02599,212,0.29001,338,0.46238,60,0.08208,1505 SW Cornelius Pass Rd Hillsboro OR 97123,-122.9042588,45.5107949,,,,,,,,,,,,,,,,,,,
1197,Evergreen Jr High School,Washington,29850 NW Evergreen Rd,Hillsboro,OR,97124,1822,2239,Hillsboro SD 1J,Evergreen Jr High School,810,809,7,0.00865,19,0.02349,2,0.00247,17,0.02101,324,0.40049,406,0.50185,34,0.04203,29850 NW Evergreen Rd Hillsboro OR 97124,-122.9846937,45.548055,,,,,,,,,,,,,,,,,,,
1198,South Meadows Middle School,Washington,4960 SE Davis Road,Hillsboro,OR,97123,,2239,Hillsboro SD 1J,South Meadows Middle School,699,700,4,0.00571,35,0.05,5,0.00714,15,0.02143,361,0.51571,228,0.32571,52,0.07429,4960 SE Davis Road Hillsboro OR 97123,-122.9320542,45.4940652,,,,,,,,,,,,,,,,,,,
1199,J W Poynter Middle School,Washington,1535 NE Grant St,Hillsboro,OR,97124,3421,2239,Hillsboro SD 1J,J W Poynter Middle School,764,756,9,0.0119,44,0.0582,7,0.00926,16,0.02116,284,0.37566,341,0.45106,55,0.07275,1535 NE Grant St Hillsboro OR 97124,-122.966033,45.5283967,,,,,,,,,,,,,,,,,,,
1200,Glencoe High School,Washington,2700 NW Glencoe Rd,Hillsboro,OR,97124,1518,2239,Hillsboro SD 1J,Glencoe High School,1541,1508,9,0.00597,66,0.04377,6,0.00398,21,0.01393,532,0.35279,803,0.53249,71,0.04708,2700 NW Glencoe Rd Hillsboro OR 97124,-122.9940639,45.5424844,,,,,,,,,,,,,,,,,,,
1201,Hillsboro High School,Washington,3285 SE Rood Bridge Rd,Hillsboro,OR,97123,8654,2239,Hillsboro SD 1J,Hillsboro High School,1288,1274,10,0.00785,62,0.04867,8,0.00628,25,0.01962,631,0.49529,480,0.37677,58,0.04553,3285 SE Rood Bridge Rd Hillsboro OR 97123,-122.958165,45.4953127,,,,,,,,,,,,,,,,,,,
1205,Fossil Charter School,Wheeler,600 B St,Fossil,OR,97830,0,2248,Fossil SD 21J,Fossil Charter School,612,755,5,0.00662,11,0.01457,,0,14,0.01854,23,0.03046,664,0.87947,38,0.05033,600 B St Fossil OR 97830,-120.2135482,45.0021699,Wheeler,2248,Fossil SD 21J,Fossil Charter School,School,Total Population,Total Population,3.3,3.4,3.3,88,13.2,86,18.3,85,15.9,85,13.9,85
1208,Amity Elementary School,Yamhill,300 Rice Ln,Amity,OR,97101,0,2252,Amity SD 4J,Amity Elementary School,360,335,6,0.01791,1,0.00299,,0,1,0.00299,49,0.14627,260,0.77612,18,0.05373,300 Rice Ln Amity OR 97101,-123.203213,45.122507,Yamhill,2252,Amity SD 4J,Amity Elementary School,School,Total Population,Total Population,3.9,4.2,4,41,12,41,15,41,12.4,41,8.5,41
1209,Amity Middle School,Yamhill,115 Church St,Amity,OR,97101,0,2252,Amity SD 4J,Amity Middle School,200,207,1,0.00483,3,0.01449,,0,,0,22,0.10628,173,0.83575,8,0.03865,115 Church St Amity OR 97101,-123.2052275,45.1134222,,,,,,,,,,,,,,,,,,,
1210,Amity High School,Yamhill,503 Oak St,Amity,OR,97101,0,2252,Amity SD 4J,Amity High School,281,257,1,0.00389,5,0.01946,,0,,0,38,0.14786,202,0.78599,11,0.0428,503 Oak St Amity OR 97101,-123.2020444,45.1163019,,,,,,,,,,,,,,,,,,,
1211,Dayton Grade School,Yamhill,526 Ferry St,Dayton,OR,97114,,2253,Dayton SD 8,Dayton Grade School,432,441,5,0.01134,1,0.00227,1,0.00227,2,0.00454,169,0.38322,245,0.55556,18,0.04082,526 Ferry St Dayton OR 97114,-123.077173,45.217955,Yamhill,2253,Dayton SD 8,Dayton Grade School,School,Total Population,Total Population,3.5,3.9,3.7,70,8.8,68,9.2,70,6.7,70,3,70
1212,Dayton High School,Yamhill,801 Ferry St,Dayton,OR,97114,9709,2253,Dayton SD 8,Dayton High School,330,328,12,0.03659,2,0.0061,,0,2,0.0061,121,0.3689,180,0.54878,11,0.03354,801 Ferry St Dayton OR 97114,-123.084516,45.2162894,,,,,,,,,,,,,,,,,,,
1213,Yamhill Carlton Elementary School,Yamhill,420 S Third St,Carlton,OR,97111,9605,2251,Yamhill Carlton SD 1,Yamhill Carlton Elementary School,374,332,,0,1,0.00301,,0,2,0.00602,31,0.09337,283,0.85241,15,0.04518,420 S Third St Carlton OR 97111,-123.171741,45.290889,Yamhill,2251,Yamhill Carlton SD 1,Yamhill Carlton Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,66,12,67,14.2,66,11.5,66,6.5,66
1216,Dundee Elementary School,Yamhill,140 SW 5th,Dundee,OR,97115,9603,2254,Newberg SD 29J,Dundee Elementary School,281,262,4,0.01527,3,0.01145,,0,2,0.00763,32,0.12214,201,0.76718,20,0.07634,140 SW 5th Dundee OR 97115,-123.0099405,45.2803685,Yamhill,2254,Newberg SD 29J,Dundee Elementary School,School,Total Population,Total Population,3.5,3.7,3.6,37,11.3,36,17.3,35,14.5,35,11.1,33
1217,Edwards Elementary School,Yamhill,715 E 8th,Newberg,OR,97132,3400,2254,Newberg SD 29J,Edwards Elementary School,547,566,3,0.0053,,0,1,0.00177,10,0.01767,213,0.37633,308,0.54417,31,0.05477,715 E 8th Newberg OR 97132,-122.9716402,45.2943532,Yamhill,2254,Newberg SD 29J,Edwards Elementary School,School,Total Population,Total Population,3.8,4.2,3.9,92,11.4,92,14.3,92,12.4,92,9.9,92
1218,Ewing Young Elementary School,Yamhill,17600 NE North Valley Rd,Newberg,OR,97132,6547,2254,Newberg SD 29J,Ewing Young Elementary School,212,201,1,0.00498,1,0.00498,,0,,0,17,0.08458,176,0.87562,6,0.02985,17600 NE North Valley Rd Newberg OR 97132,-123.0575322,45.3298562,Yamhill,2254,Newberg SD 29J,Ewing Young Elementary School,School,Total Population,Total Population,3.5,4,3.7,30,12.4,30,21.6,30,18.4,30,15,30
1219,Mabel Rush Elementary School,Yamhill,1441 Deborah Rd,Newberg,OR,97132,2026,2254,Newberg SD 29J,Mabel Rush Elementary School,499,436,,0,6,0.01376,,0,2,0.00459,83,0.19037,318,0.72936,27,0.06193,1441 Deborah Rd Newberg OR 97132,-122.9507068,45.3104066,Yamhill,2254,Newberg SD 29J,Mabel Rush Elementary School,School,Total Population,Total Population,3.7,4,3.8,68,10.5,67,16.7,67,13.5,67,9.7,67
1221,Mountain View Middle School,Yamhill,2015 Emery Dr,Newberg,OR,97132,9509,2254,Newberg SD 29J,Mountain View Middle School,505,525,2,0.00381,6,0.01143,1,0.0019,9,0.01714,139,0.26476,344,0.65524,24,0.04571,2015 Emery Dr Newberg OR 97132,-122.9520758,45.3139801,,,,,,,,,,,,,,,,,,,
1222,Newberg Senior High School,Yamhill,2400 Douglas Rd,Newberg,OR,97132,1461,2254,Newberg SD 29J,Newberg Senior High School,1619,1586,10,0.00631,39,0.02459,2,0.00126,15,0.00946,324,0.20429,1138,0.71753,58,0.03657,2400 Douglas Rd Newberg OR 97132,-122.9551742,45.3115399,,,,,,,,,,,,,,,,,,,
1224,Willamina Elementary School,Yamhill,1100 Oaken Hills Dr,Willamina,OR,97396,2724,2255,Willamina SD 30J,Willamina Elementary School,477,386,85,0.22021,1,0.00259,2,0.00518,,0,26,0.06736,225,0.5829,47,0.12176,1100 Oaken Hills Dr Willamina OR 97396,-123.4746026,45.0854223,Yamhill,2255,Willamina SD 30J,Willamina Elementary School,School,Total Population,Total Population,3.4,3.6,3.4,59,11.2,55,14.7,56,12.1,56,7.4,56
1225,Willamina Middle School,Yamhill,1100 Oaken Hills Dr,Willamina,OR,97396,2724,2255,Willamina SD 30J,Willamina Middle School,134,193,50,0.25907,,0,1,0.00518,1,0.00518,24,0.12435,109,0.56477,8,0.04145,1100 Oaken Hills Dr Willamina OR 97396,-123.4746026,45.0854223,,,,,,,,,,,,,,,,,,,
1226,Willamina High School,Yamhill,1100 Oaken Hills Dr,Willamina,OR,97396,2724,2255,Willamina SD 30J,Willamina High School,278,269,62,0.23048,1,0.0037200000000000002,3,0.01115,2,0.00743,37,0.13755,149,0.5539,15,0.05576,1100 Oaken Hills Dr Willamina OR 97396,-123.4746026,45.0854223,,,,,,,,,,,,,,,,,,,
1228,Columbus Elementary School,Yamhill,1600 SW Fellows St,McMinnville,OR,97128,,2256,McMinnville SD 40,Columbus Elementary School,486,462,6,0.01299,1,0.00216,2,0.00433,5,0.01082,178,0.38528,257,0.55628,13,0.02814,1600 SW Fellows St McMinnville OR 97128,-123.2174929,45.2002281,Yamhill,2256,McMinnville SD 40,Columbus Elementary School,School,Total Population,Total Population,3.3,3.6,3.4,77,10.1,75,10.6,76,8.4,76,4.8,76
1230,Memorial Elementary School,Yamhill,501 NW 14th St,McMinnville,OR,97128,,2256,McMinnville SD 40,Memorial Elementary School,613,601,8,0.01331,12,0.01997,2,0.00333,7,0.01165,90,0.14975,461,0.76705,21,0.03494,501 NW 14th St McMinnville OR 97128,-123.2027197,45.2185036,Yamhill,2256,McMinnville SD 40,Memorial Elementary School,School,Total Population,Total Population,3.9,4.2,4,78,11.2,79,17.7,79,14.7,79,10.3,79
1231,Newby Elementary School,Yamhill,1125 NW 2nd St,McMinnville,OR,97128,,2256,McMinnville SD 40,Newby Elementary School,523,504,5,0.00992,4,0.00794,4,0.00794,10,0.01984,192,0.38095,285,0.56548,4,0.00794,1125 NW 2nd St McMinnville OR 97128,-123.2106526,45.2112788,Yamhill,2256,McMinnville SD 40,Newby Elementary School,School,Total Population,Total Population,2.8,3.2,2.9,61,10.6,60,12.6,60,10.7,60,7.6,60
1232,Wascher Elementary School,Yamhill,986 7th St Ext,Lafayette,OR,97127,0,2256,McMinnville SD 40,Wascher Elementary School,433,410,1,0.00244,2,0.00488,1,0.00244,3,0.00732,134,0.32683,260,0.63415,9,0.02195,986 7th St Ext Lafayette OR 97127,-123.106383,45.247538,Yamhill,2256,McMinnville SD 40,Wascher Elementary School,School,Total Population,Total Population,3,3.4,3.1,78,10,67,10.6,69,8,69,4.9,69
1233,Patton Middle School,Yamhill,1175 NE 19th St,McMinnville,OR,97128,,2256,McMinnville SD 40,Patton Middle School,808,845,12,0.0142,14,0.01657,3,0.00355,16,0.01893,338,0.4,461,0.54556,1,0.00118,1175 NE 19th St McMinnville OR 97128,-123.1859998,45.222738,,,,,,,,,,,,,,,,,,,
1234,McMinnville High School,Yamhill,615 NE 15th St,McMinnville,OR,97128,,2256,McMinnville SD 40,McMinnville High School,2176,2164,37,0.0171,30,0.01386,9,0.00416,26,0.01201,767,0.35444,1293,0.5975,2,9.2e-4,615 NE 15th St McMinnville OR 97128,-123.1928782,45.2188307,,,,,,,,,,,,,,,,,,,
1235,Faulconer-Chapman School,Yamhill,332 SW Cornwall St,Sheridan,OR,97378,1799,2257,Sheridan SD 48J,Faulconer-Chapman School,498,474,23,0.04852,3,0.00633,1,0.00211,2,0.00422,85,0.17932,307,0.64768,53,0.11181,332 SW Cornwall St Sheridan OR 97378,-123.4014089,45.0921379,Yamhill,2257,Sheridan SD 48J,Faulconer-Chapman School,School,Total Population,Total Population,3.3,3.7,3.5,44,9.5,49,12.9,49,10.2,49,4.2,49
1237,Sheridan High School,Yamhill,433 S Bridge St,Sheridan,OR,97378,1896,2257,Sheridan SD 48J,Sheridan High School,238,249,4,0.01606,,0,,0,2,0.00803,47,0.18876,172,0.69076,24,0.09639,433 S Bridge St Sheridan OR 97378,-123.393847,45.096057,,,,,,,,,,,,,,,,,,,
1238,Yamhill Carlton High School,Yamhill,275 N Maple St,Yamhill,OR,97148,7601,2251,Yamhill Carlton SD 1,Yamhill Carlton High School,307,271,,0,3,0.01107,1,0.00369,,0,24,0.08856,230,0.84871,13,0.04797,275 N Maple St Yamhill OR 97148,-123.187033,45.343254,,,,,,,,,,,,,,,,,,,
1240,Charlemagne French Immersion Elementary School,Lane,3875 Kincaid St,Eugene,OR,97405,4599,2082,Eugene SD 4J,Charlemagne French Immersion Elementary School,348,342,1,0.00292,24,0.07018,1,0.00292,7,0.02047,23,0.06725,232,0.67836,54,0.15789,3875 Kincaid St Eugene OR 97405,-123.075003,44.0136665,Lane,2082,Eugene SD 4J,Charlemagne French Immersion Elementary School,School,Total Population,Total Population,3.7,3.9,3.8,49,13.9,51,21.8,48,19,48,16.5,48
1241,Buena Vista Elementary School,Lane,1500 Queens Way,Eugene,OR,97401,5199,2082,Eugene SD 4J,Buena Vista Elementary School,459,452,2,0.00442,7,0.01549,,0,8,0.0177,147,0.32522,249,0.55088,39,0.08628,1500 Queens Way Eugene OR 97401,-123.0761881,44.0791472,Lane,2082,Eugene SD 4J,Buena Vista Elementary School,School,Total Population,Total Population,3.9,3.8,3.8,75,12.9,75,16.6,75,14,75,11.4,75
1242,Corridor Elementary School,Lane,250 Silver Ln,Eugene,OR,97404,2298,2082,Eugene SD 4J,Corridor Elementary School,216,179,1,0.00559,,0,,0,,0,8,0.04469,156,0.87151,14,0.07821,250 Silver Ln Eugene OR 97404,-123.1365944,44.0943805,Lane,2082,Eugene SD 4J,Corridor Elementary School,School,Total Population,Total Population,3.6,3.6,3.6,27,11.4,27,14.7,27,12.6,27,9.6,27
1243,Lane Middle School,Multnomah,7200 SE 60th Ave,Portland,OR,97206,7599,2180,Portland SD 1J,Lane Middle School,454,433,7,0.01617,80,0.18476,7,0.01617,39,0.09007,112,0.25866,154,0.35566,34,0.07852,7200 SE 60th Ave Portland OR 97206,-122.6016627,45.4712816,,,,,,,,,,,,,,,,,,,
1244,Chapman Hill Elementary School,Polk,1500 Doaks Ferry Rd NW,Salem,OR,97304,2457,2142,Salem-Keizer SD 24J,Chapman Hill Elementary School,406,385,6,0.01558,16,0.04156,5,0.01299,4,0.01039,61,0.15844,276,0.71688,17,0.04416,1500 Doaks Ferry Rd NW Salem OR 97304,-123.0770067,44.955946,Marion,2142,Salem-Keizer SD 24J,Chapman Hill Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,63,10.9,64,15.1,64,12.5,64,6.3,64
1248,Colton Middle School,Clackamas,21580 S Schieffer Rd,Colton,OR,97017,9403,1927,Colton SD 53,Colton Middle School,137,143,1,0.00699,1,0.00699,,0,,0,10,0.06993,123,0.86014,8,0.05594,21580 S Schieffer Rd Colton OR 97017,-122.4232326,45.165585,,,,,,,,,,,,,,,,,,,
1250,Therapeutic Learning Center,Douglas,1871 NE Stephens St,Roseburg,OR,97470,1493,1980,Douglas ESD,Therapeutic Learning Center,8,22,1,0.04545,,0,,0,,0,3,0.13636,18,0.81818,,0,1871 NE Stephens St Roseburg OR 97470,-123.3499703,43.2321929,,,,,,,,,,,,,,,,,,,
1252,The Child Center,Lane,3995 Marcola Rd,Springfield,OR,97477,7948,2083,Springfield SD 19,The Child Center,36,32,,0,,0,,0,1,0.03125,2,0.0625,28,0.875,1,0.03125,3995 Marcola Rd Springfield OR 97477,-122.9654746,44.070595,,,,,,,,,,,,,,,,,,,
1254,Reynolds Middle School,Multnomah,1200 NE 201st Ave,Fairview,OR,97024,9623,2182,Reynolds SD 7,Reynolds Middle School,918,970,12,0.01237,48,0.04948,40,0.04124,68,0.0701,514,0.5299,222,0.22887,66,0.06804,1200 NE 201st Ave Fairview OR 97024,-122.4535657,45.5318644,,,,,,,,,,,,,,,,,,,
1257,Klamath Youth Development Center,Klamath,2210 Eldorado Ave,Klamath Falls,OR,97601,6418,2056,Klamath Falls City Schools,Klamath Youth Development Center,21,25,4,0.16,,0,,0,,0,3,0.12,16,0.64,2,0.08,2210 Eldorado Ave Klamath Falls OR 97601,-121.7866491,42.2469159,,,,,,,,,,,,,,,,,,,
